,Country,City,lat,lon
0,Italy, Emilia Romagna,44.525696,11.039437
1,Italy, Emilia Romagna,44.525696,11.039437
2,Italy, Piemonte,45.060735,7.923549
3,Italy, Piemonte,45.060735,7.923549
4,Italy, Emilia Romagna,44.525696,11.039437
5,Italy, Emilia Romagna,44.525696,11.039437
6,Italy, Veneto,45.6476663,11.8665254
7,Italy, Veneto,45.6476663,11.8665254
8,Italy, Veneto,45.6476663,11.8665254
9,Italy, Veneto,45.6476663,11.8665254
10,Italy, Veneto,45.6476663,11.8665254
11,Italy, Emilia Romagna,44.525696,11.039437
12,Italy, Emilia Romagna,44.525696,11.039437
13,Italy, Veneto,45.6476663,11.8665254
14,Italy, Veneto,45.6476663,11.8665254
15,Italy, Emilia Romagna,44.525696,11.039437
16,Italy, Veneto,45.6476663,11.8665254
17,Italy, Veneto,45.6476663,11.8665254
18,Italy, Friuli Venezia Giulia,46.151042,13.055904
19,Italy, Veneto,45.6476663,11.8665254
20,Russia, Voronezh,51.6605982,39.2005858
21,Russia, Volgograd,48.7081906,44.5153353
22,Russia, Volgograd,48.7081906,44.5153353
23,Russia, Volgograd,48.7081906,44.5153353
24,Russia, Volgograd,48.7081906,44.5153353
25,Russia, Volgograd,48.7081906,44.5153353
26,Russia, Volgograd,48.7081906,44.5153353
27,Russia, Volgograd,48.7081906,44.5153353
28,Russia, Volgograd,48.7081906,44.5153353
29,Russia, Volgograd,48.7081906,44.5153353
30,Russia, Volgograd,48.7081906,44.5153353
31,Russia, Volgograd,48.7081906,44.5153353
32,Russia, Volgograd,48.7081906,44.5153353
33,Russia, Urupinsk,50.7970972,42.0051866
34,Russia, Rostov,47.2216548,39.7096061
35,Russia, Dagestan,43.0,47.0
36,Russia, Astrakhan,46.3498308,48.0326203
37,Russia, Volgograd,48.7081906,44.5153353
38,Russia, Volgograd,48.7081906,44.5153353
39,Russia, Rostov,47.2216548,39.7096061
40,Russia, Volgograd,48.7081906,44.5153353
41,Russia, Volgograd,48.7081906,44.5153353
42,Russia, Volgograd,48.7081906,44.5153353
43,Senegal, Barkedji region,16.467784,-14.1861373
44,Senegal, Barkedji region,16.467784,-14.1861373
45,Senegal, Barkedji region,16.467784,-14.1861373
46,Senegal, Barkedji region,16.467784,-14.1861373
47,Senegal, Barkedji region,16.467784,-14.1861373
48,Senegal, Barkedji region,16.467784,-14.1861373
49,Senegal, Barkedji region,16.467784,-14.1861373
50,Senegal, Thille Boubacar region,16.518221,-15.089955
51,Senegal, Thille Boubacar region,16.518221,-15.089955
52,Senegal, Barkedji region,16.467784,-14.1861373
53,Italy, Emilia-Romagna region,42.83333,12.83333
54,Italy, Emilia-Romagna region,42.83333,12.83333
55,Italy, Sardinia region,40.0615028,9.0975894
56,Italy, Piemonte region,45.8866456,10.8410769
57,Netherlands," Province of Utrecht, Haarzuilens",52.12167,4.99722
58,Netherlands," Province of Utrecht, Haarzuilens",52.12167,4.99722
59,Netherlands," Province of Utrecht, Haarzuilens",52.12167,4.99722
60,Netherlands," Province of Utrecht, Haarzuilens",52.12167,4.99722
61,Netherlands," Province of Utrecht, Vleuten",52.10583,5.01528
62,Italy, Piemonte region,45.8866456,10.8410769
63,Italy, Piemonte region,45.8866456,10.8410769
64,Italy, Piemonte region,45.8866456,10.8410769
65,Italy, Lombardi region,45.8771936,11.0585248
66,Italy, Emilia-Romagna region,42.83333,12.83333
67,Italy, Emilia-Romagna region,42.83333,12.83333
68,Italy, Sardegna region,37.5557319,14.288452
69,Italy, Emilia-Romagna region,42.83333,12.83333
70,Italy, Emilia-Romagna region,42.83333,12.83333
71,Italy, Umbria region,37.5513657,14.2917018
72,USA," Brandford,CT",41.66704,-72.66648
73,USA, Colorado,38.7251776,-105.607716
74,Serbia, Temerin,45.4096587,19.8901507
75,Serbia, Subotica,46.1002058,19.6653273
76,Serbia, Mali Idjos,45.7067012,19.666121
77,Serbia, Curug,45.4732331,20.0717969
78,Serbia, Belgrade,44.8178131,20.4568974
79,Serbia, Novi Sad,45.2551338,19.8451756
80,Serbia, Novi Sad,45.2551338,19.8451756
81,Serbia, Novi Becej,45.5952571,20.1343581
82,Serbia, Subotica,46.1002058,19.6653273
83,Serbia, Karavukovo,45.4976668,19.1960432
84,Serbia, Sombor,45.7727397,19.1147036
85,Serbia, Opovo,45.0487194,20.4331827
86,Serbia, Subotica,46.1002058,19.6653273
87,Spain," Lerida, Catalonia",41.6147605,0.6267842
88,Spain," Lerida, Catalonia",41.6147605,0.6267842
89,Spain," Tarragona, Catalonia",41.1172364,1.2546057
90,Spain," Tarragona, Catalonia",41.1172364,1.2546057
91,USA," Erie County, NY",42.7164263,-78.7620327
92,USA," Nassau County, NY",40.7352994,-73.5615778
93,USA," Erie County, NY",42.7164263,-78.7620327
94,Italy, Campania region,37.5527082,14.2881663
95,Spain," Manilva, Malaga",36.3769979,-5.2489786
96,Russia, Volgograd region,44.0529285,43.0674087
97,Russia, Volgograd region,44.0529285,43.0674087
98,Russia, Volgograd region,44.0529285,43.0674087
99,Russia, Volgograd region,44.0529285,43.0674087
100,Russia, Volgograd region,44.0529285,43.0674087
101,Russia, Volgograd region,44.0529285,43.0674087
102,USA, Washington DC,38.8950368,-77.0365427
103,Greece," Argolida, Peloponnesus",37.62334,22.41777
104,Greece," Argolida, Peloponnesus",37.62334,22.41777
105,USA, District of Columbia,38.8938474,-76.9880428
106,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
107,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
108,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
109,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
110,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
111,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
112,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
113,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
114,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
115,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
116,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
117,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
118,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
119,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
120,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
121,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
122,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
123,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
124,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
125,USA," Illinois, West Chicago suburbs",41.890865,-87.628037
126,USA," Lakeside,California",37.8038335,-122.2630807
127,USA," El_Cajon,California",32.7947731,-116.962526
128,USA," El_Cajon,California",32.7947731,-116.962526
129,USA," La_Jolla,California",32.8401623,-117.2740777
130,USA," San_Diego,California",32.7174202,-117.1627728
131,USA," Lakeside,California",37.8038335,-122.2630807
132,USA," Carlsbad,California",33.1580933,-117.3505966
133,USA," National_City,California",32.6781085,-117.0991967
134,USA," San_Diego,California",32.7174202,-117.1627728
135,USA," Chula_Vista,California",32.6400541,-117.0841955
136,USA," Ramona,California",33.035378,-116.8675132
137,USA," San_Diego,California",32.7174202,-117.1627728
138,USA," Poway,California",32.9628234,-117.035864
139,USA," San_Diego,California",32.7174202,-117.1627728
140,USA," San_Diego,California",32.7174202,-117.1627728
141,USA," Oceanside,California",33.1958696,-117.3794834
142,USA," El_Cajon,California",32.7947731,-116.962526
143,USA," Oceanside,California",33.1958696,-117.3794834
144,USA," Santee,California",32.8383828,-116.9739167
145,USA," San_Diego,California",32.7174202,-117.1627728
146,USA," San_Diego,California",32.7174202,-117.1627728
147,USA," Solana_Beach,California",32.9905597,-117.269131
148,USA," Lemon_Grove,California",32.7425516,-117.0314172
149,USA," San_Diego,California",32.7174202,-117.1627728
150,USA," San_Diego,California",32.7174202,-117.1627728
151,USA," Santee,California",32.8383828,-116.9739167
152,USA," Escondido,California",33.1216751,-117.0814849
153,USA," Cardiff,California",33.6885223,-117.8071872
154,USA," Ramona,California",33.035378,-116.8675132
155,USA," Valley_Center,California",33.2183701,-117.0341967
156,USA," San_Diego,California",32.7174202,-117.1627728
157,USA," Poway,California",32.9628234,-117.035864
158,USA," Alpine,California",38.5893934,-119.8345013
159,USA," Alpine,California",38.5893934,-119.8345013
160,USA," Poway,California",32.9628234,-117.035864
161,USA," Ramona,California",33.035378,-116.8675132
162,USA," Fallbrook,California",33.3764196,-117.2511466
163,USA," La_Mesa,California",32.7678288,-117.0230839
164,USA," Del_Mar,California",32.9594891,-117.2653146
165,USA," El_Cajon,California",32.7947731,-116.962526
166,USA," Valley_Center,California",33.2183701,-117.0341967
167,USA," Pine_Valley,California",32.8417439,-116.5150479
168,USA," Valley_Center,California",33.2183701,-117.0341967
169,USA," El_Cajon,California",32.7947731,-116.962526
170,USA," Santee,California",32.8383828,-116.9739167
171,USA," San_Diego,California",32.7174202,-117.1627728
172,USA," Santee,California",32.8383828,-116.9739167
173,USA," San_Diego,California",32.7174202,-117.1627728
174,USA," El_Cajon,California",32.7947731,-116.962526
175,USA," San_Diego,California",32.7174202,-117.1627728
176,USA," San_Diego,California",32.7174202,-117.1627728
177,USA," La_Mesa,California",32.7678288,-117.0230839
178,USA," Lakeside,California",37.8038335,-122.2630807
179,USA," Santee,California",32.8383828,-116.9739167
180,USA," San_Diego,California",32.7174202,-117.1627728
181,USA," San_Diego,California",32.7174202,-117.1627728
182,USA," Chula_Vista,California",32.6400541,-117.0841955
183,USA," Del_Mar,California",32.9594891,-117.2653146
184,USA," San_Diego,California",32.7174202,-117.1627728
185,USA," Ramona,California",33.035378,-116.8675132
186,USA," San_Diego,California",32.7174202,-117.1627728
187,USA," San_Diego,California",32.7174202,-117.1627728
188,USA," San_Diego,California",32.7174202,-117.1627728
189,USA," Santee,California",32.8383828,-116.9739167
190,USA," Lemon_Grove,California",32.7425516,-117.0314172
191,USA," Lemon_Grove,California",32.7425516,-117.0314172
192,USA," El_Cajon,California",32.7947731,-116.962526
193,USA," Oceanside,California",33.1958696,-117.3794834
194,USA," San_Marcos,California",33.1433723,-117.1661449
195,USA," San_Diego,California",32.7174202,-117.1627728
196,USA," National_City,California",32.6781085,-117.0991967
197,USA," San_Diego,California",32.7174202,-117.1627728
198,USA," Del_Mar,California",32.9594891,-117.2653146
199,USA," Encinitas,California",33.0369867,-117.2919818
200,USA," Escondido,California",33.1216751,-117.0814849
201,USA," El_Cajon,California",32.7947731,-116.962526
202,USA," San_Diego,California",32.7174202,-117.1627728
203,USA," Coronado,California",32.6915199,-117.1766947
204,USA," Descanso,California",32.8528287,-116.6158525
205,USA," Santa_Ysabel,California",33.1092099,-116.673076
206,USA," Imperial_Beach,California",32.5839444,-117.1130849
207,USA," El_Cajon,California",32.7947731,-116.962526
208,USA," San_Diego,California",32.7174202,-117.1627728
209,USA," San_Diego,California",32.7174202,-117.1627728
210,USA," Chula_Vista,California",32.6400541,-117.0841955
211,USA," Carlsbad,California",33.1580933,-117.3505966
212,USA," Encinitas,California",33.0369867,-117.2919818
213,USA," Ramona,California",33.035378,-116.8675132
214,USA," Ramona,California",33.035378,-116.8675132
215,USA," Carlsbad,California",33.1580933,-117.3505966
216,USA," San_Diego,California",32.7174202,-117.1627728
217,USA," Santee,California",32.8383828,-116.9739167
218,USA," Escondido,California",33.1216751,-117.0814849
219,USA," San_Diego,California",32.7174202,-117.1627728
220,USA," Chula_Vista,California",32.6400541,-117.0841955
221,USA," Doyle,California",40.1233532,-120.4897635
222,USA," Oroville,California",39.5137752,-121.556359
223,USA," Modesto,California",37.6390972,-120.9968782
224,USA," Gridley,California",39.3637773,-121.693583
225,USA," Modesto,California",37.6390972,-120.9968782
226,USA," Fresno,California",36.7394421,-119.7848307
227,USA," Redlands,California",34.0550328,-117.1827445
228,USA," San_Andreas,California",38.1875605,-120.6753826
229,USA," La_Verne,California",34.1008426,-117.7678355
230,USA," Antioch,California",38.0049214,-121.805789
231,USA," Turlock,California",37.4946568,-120.8465941
232,USA," Agoura_Hills,California",34.14791,-118.7657042
233,USA," Bakersfield,California",35.3738712,-119.0194639
234,USA," Hanford,California",36.3274502,-119.6456844
235,USA," Turlock,California",37.4946568,-120.8465941
236,USA," Ceres,California",37.5949316,-120.9577098
237,USA," Roseville,California",38.7521235,-121.2880059
238,USA," Ceres,California",37.5949316,-120.9577098
239,USA," Fresno,California",36.7394421,-119.7848307
240,USA," Stockton,California",37.9577016,-121.2907796
241,USA," Alta_Loma,California",34.122887,-117.5985775
242,USA," Roseville,California",38.7521235,-121.2880059
243,USA," Sierra_Madre,California",34.1616729,-118.052845
244,USA," Modesto,California",37.6390972,-120.9968782
245,USA," Riverside,California",33.9824949,-117.3742389
246,USA," Visalia,California",36.3302284,-119.292058
247,USA," Northridge,California",34.2345615,-118.5369316
248,USA," Atwater,California",37.3477174,-120.609084
249,USA," Visalia,California",36.3302284,-119.292058
250,USA," Beverly_Hills,California",34.0696501,-118.3963062
251,USA," Atwater,California",37.3477174,-120.609084
252,USA," Loomis,California",38.8212889,-121.193004
253,USA," Redding,California",40.5863563,-122.391675
254,USA," Paradise,California",39.7596061,-121.6219177
255,USA," Redondo,California",33.5136599,-117.6832659
256,USA," West_Covina,California",34.0686208,-117.9389526
257,USA," Anderson,California",40.448208,-122.297781
258,USA," Chico,California",39.7284945,-121.8374777
259,USA," Atwater,California",37.3477174,-120.609084
260,USA," Redding,California",40.5863563,-122.391675
261,USA," Norco,California",33.9323307,-117.5508901
262,USA," Temple_City,California",34.1082994,-118.0577568
263,USA," West_Hills,California",34.2032325,-118.645476
264,USA," Fontana,California",34.0922335,-117.435048
265,USA," Corona,California",33.8752945,-117.5664449
266,USA," Norco,California",33.9323307,-117.5508901
267,USA," Thousand_Oaks,California",34.1705609,-118.8375937
268,USA," Walnut_Creek,California",37.9020731,-122.0618702
269,USA," Danville,California",37.8225892,-122.0008254
270,USA," Chico,California",39.7284945,-121.8374777
271,USA," Simi_Valley,California",34.2677404,-118.7538071
272,USA," Chico,California",39.7284945,-121.8374777
273,USA," Lakewood,California",33.8503463,-118.117191
274,USA," Long_Beach,California",33.7690164,-118.191604
275,USA," Encino,California",34.1591324,-118.5016166
276,USA," Encino,California",34.1591324,-118.5016166
277,USA," Clotho,California",36.7213392,-119.6098571
278,USA," Hanford,California",36.3274502,-119.6456844
279,USA," Sultana,California",37.4537424,-122.1836925
280,USA," Denair,California",37.55026,-120.718131
281,USA," Laton,California",36.43392,-119.6899038
282,USA," Del_Ray,California",33.9804664,-117.698792
283,USA," Winnetka,California",34.2013207,-118.5711037
284,USA," Parlier,California",36.6116174,-119.527073
285,USA," Hanford,California",36.3274502,-119.6456844
286,USA," Granada_Hills,California",34.2661558,-118.5174342
287,USA," Woodville,California",37.9446471,-122.7063748
288,USA," Lemoore,California",36.3006495,-119.7827122
289,USA," Mello,California",39.2065579,-121.5632997
290,USA," Harmony,California",36.1235632,-119.1698298
291,USA," Oasis,California",33.465863,-116.0988922
292,USA," South_Whittier,California",33.9366769,-118.0288059
293,USA," Van_Nuys,California",34.1866193,-118.4486675
294,USA," Sanger,California",36.708006,-119.5559652
295,USA," Dos_Palos,California",36.9860582,-120.626572
296,USA," Dos_Palos,California",36.9860582,-120.626572
297,USA," Finley,California",39.0043407,-122.8755498
298,USA," Butte_Valley,California",35.9449101,-117.071835
299,USA," San_Fernando,California",34.28497,-118.437652
300,USA," North_Lakeport,California",39.090682,-122.9026879
301,USA," Lakeview,California",33.8269305,-117.1258269
302,USA," Lakeview,California",33.8269305,-117.1258269
303,USA," Yuba_City,California",39.1404477,-121.6169108
304,USA," Northridge,California",34.2345615,-118.5369316
305,USA," Lake_Balboa,California",34.1938237,-118.5010456
306,USA," Ontario,California",34.065846,-117.6484304
307,USA," Turlock,California",37.4946568,-120.8465941
308,USA," Fresno,California",36.7394421,-119.7848307
309,USA," Marysville,California",39.1457247,-121.5913516
310,USA," Notarb,California",37.0111301,-120.1170438
311,USA," Turlock,California",37.4946568,-120.8465941
312,USA," Ontario,California",34.065846,-117.6484304
313,USA," Martinez,California",38.0138934,-122.1338674
314,USA," Livermore,California",37.6820583,-121.768053
315,USA," Lancaster,California",34.6981064,-118.1366153
316,USA," Kingsburg,California",36.5138398,-119.5538929
317,USA," South_Gate,California",33.9463456,-118.200981
318,USA," Riverdale,California",36.4311225,-119.859619
319,USA," Mello,California",39.2065579,-121.5632997
320,USA," Oakley,California",37.9974219,-121.7124536
321,USA," Earlimart,California",35.875918,-119.262323
322,USA," Firebaugh,California",36.8588376,-120.456007
323,USA," Glenn,California",39.5912766,-122.3778662
324,USA," Fremont,California",37.5482697,-121.988571
325,USA," Chico,California",39.7284945,-121.8374777
326,USA," Clearlake,California",38.9582307,-122.626372
327,USA," Yuba_City,California",39.1404477,-121.6169108
328,USA," Pleasant_Grove,California",38.8237881,-121.4838455
329,USA," Fresno,California",36.7394421,-119.7848307
330,USA," Marysville,California",39.1457247,-121.5913516
331,USA," Fresno,California",36.7394421,-119.7848307
332,USA," Fresno,California",36.7394421,-119.7848307
333,USA," Armona,California",36.315894,-119.7024315
334,USA," Kerman,California",36.7235543,-120.059914
335,USA," Dos_Palos,California",36.9860582,-120.626572
336,USA," Pixley,California",35.038464,-120.520265
337,USA," Lemoore,California",36.3006495,-119.7827122
338,USA," Lemoore,California",36.3006495,-119.7827122
339,USA," Rowland,California",34.0018404,-117.9305501
340,USA," Bellflower,California",33.8825705,-118.1167679
341,USA," Atwater,California",37.3477174,-120.609084
342,USA," Turlock,California",37.4946568,-120.8465941
343,USA," Bakersfield,California",35.3738712,-119.0194639
344,USA," Bakersfield,California",35.3738712,-119.0194639
345,USA," Bakersfield,California",35.3738712,-119.0194639
346,USA," Bakersfield,California",35.3738712,-119.0194639
347,USA," Bakersfield,California",35.3738712,-119.0194639
348,USA," Bakersfield,California",35.3738712,-119.0194639
349,USA," Bakersfield,California",35.3738712,-119.0194639
350,USA," Bakersfield,California",35.3738712,-119.0194639
351,USA," Bakersfield,California",35.3738712,-119.0194639
352,USA," Bakersfield,California",35.3738712,-119.0194639
353,USA," Bakersfield,California",35.3738712,-119.0194639
354,USA," Bakersfield,California",35.3738712,-119.0194639
355,USA," Bakersfield,California",35.3738712,-119.0194639
356,USA," Bakersfield,California",35.3738712,-119.0194639
357,USA," Bakersfield,California",35.3738712,-119.0194639
358,USA," Bakersfield,California",35.3738712,-119.0194639
359,USA," Bakersfield,California",35.3738712,-119.0194639
360,USA," Bakersfield,California",35.3738712,-119.0194639
361,USA," Bakersfield,California",35.3738712,-119.0194639
362,USA," Bakersfield,California",35.3738712,-119.0194639
363,USA," Bakersfield,California",35.3738712,-119.0194639
364,USA," Bakersfield,California",35.3738712,-119.0194639
365,USA," Bakersfield,California",35.3738712,-119.0194639
366,USA," Bakersfield,California",35.3738712,-119.0194639
367,USA," Bakersfield,California",35.3738712,-119.0194639
368,USA," Bakersfield,California",35.3738712,-119.0194639
369,USA," Bakersfield,California",35.3738712,-119.0194639
370,USA," Bakersfield,California",35.3738712,-119.0194639
371,USA," Bakersfield,California",35.3738712,-119.0194639
372,USA," Bakersfield,California",35.3738712,-119.0194639
373,USA," Bakersfield,California",35.3738712,-119.0194639
374,USA," Bakersfield,California",35.3738712,-119.0194639
375,USA," Bakersfield,California",35.3738712,-119.0194639
376,USA," Bakersfield,California",35.3738712,-119.0194639
377,USA," Bakersfield,California",35.3738712,-119.0194639
378,USA," Shafter,California",35.4894832,-119.2207949
379,USA," Bakersfield,California",35.3738712,-119.0194639
380,USA," Bakersfield,California",35.3738712,-119.0194639
381,USA," Bakersfield,California",35.3738712,-119.0194639
382,USA," Bakersfield,California",35.3738712,-119.0194639
383,USA," Bakersfield,California",35.3738712,-119.0194639
